suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,lattitude,longtitude,region_name,property_count
Prahran,2,h,NA,S,Jellis,20/5/17,4.5,3181,2,1,0,184,85,1910,Stonnington City Council,-37.8499,145.0005,Southern Metropolitan,7717
Prahran,2,u,570000,S,Gary,20/5/17,4.5,3181,2,1,1,479,NA,NA,Stonnington City Council,-37.8489,144.9903,Southern Metropolitan,7717
Prahran,4,h,NA,SN,Abercromby's,20/5/17,4.5,3181,4,2,0,286,NA,NA,Stonnington City Council,-37.8513,145.0054,Southern Metropolitan,7717
Prahran,1,h,860000,PI,hockingstuart,22/4/17,4.5,3181,1,1,0,108,54,1905,Stonnington City Council,-37.8508,145.0051,Southern Metropolitan,7717
Prahran,2,h,1388000,S,Marshall,29/4/17,4.5,3181,NA,NA,NA,NA,NA,NA,Stonnington City Council,NA,NA,Southern Metropolitan,7717
Prahran,3,h,880000,PI,Buxton,29/4/17,4.5,3181,3,1,0,249,NA,NA,Stonnington City Council,-37.859,145.0038,Southern Metropolitan,7717
Prahran,2,u,475000,VB,hockingstuart,29/4/17,4.5,3181,2,1,1,0,NA,NA,Stonnington City Council,-37.8519,144.9948,Southern Metropolitan,7717
Prahran,2,u,888000,S,Jellis,29/4/17,4.5,3181,2,1,1,0,NA,NA,Stonnington City Council,-37.849,145.0088,Southern Metropolitan,7717
Prahran,3,h,NA,SN,hockingstuart,29/4/17,4.5,3181,3,2,2,192,NA,NA,Stonnington City Council,-37.8489,145.0051,Southern Metropolitan,7717
Preston,2,t,792000,S,Nelson,6/5/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,2,h,605000,S,Barry,6/5/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,2,u,413000,SP,Raine,6/5/17,8.8,3072,2,1,1,0,NA,2009,Darebin City Council,-37.7499,145.0031,Northern Metropolitan,14577
Preston,3,h,1190000,S,Barry,6/5/17,8.8,3072,3,2,2,572,118,1935,Darebin City Council,-37.736,145.0033,Northern Metropolitan,14577
Preston,2,h,2000000,PI,McGrath,8/4/17,8.8,3072,2,1,2,465,NA,NA,Darebin City Council,-37.7424,145.0026,Northern Metropolitan,14577
Preston,3,h,1045000,S,Nelson,8/4/17,8.8,3072,3,1,2,513,NA,NA,Darebin City Council,-37.7505,144.991,Northern Metropolitan,14577
Preston,3,h,1121000,S,Barry,8/4/17,8.8,3072,3,2,3,604,123,1925,Darebin City Council,-37.7438,144.9971,Northern Metropolitan,14577
Preston,3,h,NA,SP,Nelson,8/4/17,8.8,3072,3,1,2,0,NA,NA,Darebin City Council,-37.7512,144.9917,Northern Metropolitan,14577
Preston,3,u,715000,S,hockingstuart,8/4/17,8.8,3072,3,1,1,210,NA,1996,Darebin City Council,-37.7317,145.0083,Northern Metropolitan,14577
Preston,2,h,NA,SN,Nicholson,8/4/17,8.8,3072,2,1,3,650,115,1920,Darebin City Council,-37.7422,144.9856,Northern Metropolitan,14577
Preston,4,h,1200000,S,RW,8/4/17,8.8,3072,4,3,2,466,NA,NA,Darebin City Council,-37.731,145.0115,Northern Metropolitan,14577
Preston,2,h,NA,SN,Barry,8/4/17,8.8,3072,2,1,2,302,NA,NA,Darebin City Council,-37.7303,145.0062,Northern Metropolitan,14577
Preston,3,h,917500,S,Nelson,8/4/17,8.8,3072,3,2,2,472,123,1965,Darebin City Council,-37.7336,145.0022,Northern Metropolitan,14577
Preston,4,h,NA,S,Jellis,8/4/17,8.8,3072,4,2,2,604,256,1940,Darebin City Council,-37.7457,144.9825,Northern Metropolitan,14577
Preston,4,h,770000,S,Love,13/5/17,8.8,3072,4,1,1,494,NA,NA,Darebin City Council,-37.7386,145.0234,Northern Metropolitan,14577
Preston,3,h,800000,PI,hockingstuart,13/5/17,8.8,3072,3,2,2,319,124,1940,Darebin City Council,-37.7334,144.9873,Northern Metropolitan,14577
Preston,4,h,1075000,S,Nelson,13/5/17,8.8,3072,4,1,2,521,146,1935,Darebin City Council,-37.7506,144.99,Northern Metropolitan,14577
Preston,3,h,1015000,S,Ray,13/5/17,8.8,3072,3,2,1,511,NA,NA,Darebin City Council,-37.7377,144.9911,Northern Metropolitan,14577
Preston,2,h,825000,SP,Ray,13/5/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,2,u,532500,SP,hockingstuart,13/5/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,3,t,880000,S,Nelson,13/5/17,8.8,3072,3,2,2,242,NA,NA,Darebin City Council,-37.7506,145.0185,Northern Metropolitan,14577
Preston,3,h,1020000,PI,hockingstuart,13/5/17,8.8,3072,3,2,2,670,140,NA,Darebin City Council,-37.7353,145.0232,Northern Metropolitan,14577
Preston,3,h,1120000,SP,McGrath,20/5/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,3,h,1000000,VB,Nelson,20/5/17,8.8,3072,3,1,3,624,145,1950,Darebin City Council,-37.7373,144.9864,Northern Metropolitan,14577
Preston,3,h,1010000,SP,McGrath,20/5/17,8.8,3072,3,0,0,533,NA,NA,Darebin City Council,-37.7336,145.0168,Northern Metropolitan,14577
Preston,3,h,860000,S,Nelson,20/5/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,4,h,1110000,S,Nelson,20/5/17,8.8,3072,4,1,2,556,NA,1935,Darebin City Council,-37.7489,144.9861,Northern Metropolitan,14577
Preston,2,h,800000,VB,Nelson,20/5/17,8.8,3072,2,1,1,405,NA,NA,Darebin City Council,-37.7356,145.0087,Northern Metropolitan,14577
Preston,3,h,910000,S,hockingstuart,22/4/17,8.8,3072,3,1,1,674,90,1955,Darebin City Council,-37.7341,145.0275,Northern Metropolitan,14577
Preston,3,h,1215000,S,hockingstuart,22/4/17,8.8,3072,3,1,1,690,NA,NA,Darebin City Council,-37.7452,145.0192,Northern Metropolitan,14577
Preston,2,h,2300000,SP,McGrath,22/4/17,8.8,3072,2,1,2,465,NA,NA,Darebin City Council,-37.7424,145.0026,Northern Metropolitan,14577
Preston,2,h,1108000,SP,McGrath,22/4/17,8.8,3072,2,1,0,258,NA,1940,Darebin City Council,-37.7521,145.0071,Northern Metropolitan,14577
Preston,2,t,610000,S,Holland,22/4/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,3,h,801000,S,Nelson,22/4/17,8.8,3072,3,1,2,620,NA,NA,Darebin City Council,-37.7305,144.9856,Northern Metropolitan,14577
Preston,3,t,655000,PI,Ray,22/4/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,3,h,1010000,S,Nelson,22/4/17,8.8,3072,3,1,2,486,NA,NA,Darebin City Council,-37.7341,145.0096,Northern Metropolitan,14577
Preston,3,h,690000,S,RW,29/4/17,8.8,3072,3,1,2,581,90,1960,Darebin City Council,-37.7536,145.0191,Northern Metropolitan,14577
Preston,2,h,620000,S,hockingstuart,29/4/17,8.8,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,2,h,630000,PI,Barry,29/4/17,8.8,3072,2,1,1,319,NA,1955,Darebin City Council,-37.7442,144.9958,Northern Metropolitan,14577
Preston,3,h,1100000,S,Nelson,29/4/17,8.8,3072,3,2,4,637,124,1950,Darebin City Council,-37.7344,145.0208,Northern Metropolitan,14577
Preston,3,h,1055000,S,Nelson,29/4/17,8.8,3072,3,1,2,575,NA,NA,Darebin City Council,-37.7288,144.9849,Northern Metropolitan,14577
Preston,2,u,560000,S,Nelson,29/4/17,8.8,3072,2,1,2,196,NA,NA,Darebin City Council,-37.7362,144.9885,Northern Metropolitan,14577
Preston,1,u,385000,SP,Brad,29/4/17,8.8,3072,1,1,1,896,65,2011,Darebin City Council,-37.7316,145.0201,Northern Metropolitan,14577
Preston,2,u,NA,S,Love,29/4/17,8.8,3072,2,1,1,191,191,1995,Darebin City Council,-37.7333,145.0356,Northern Metropolitan,14577
Princes Hill,3,h,1550000,S,Woodards,6/5/17,3.7,3054,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,1008
Reservoir,2,h,NA,SP,Ray,6/5/17,11.2,3073,2,1,2,548,74,1950,Darebin City Council,-37.7237,144.9989,Northern Metropolitan,21650
Reservoir,4,h,741000,S,Ray,6/5/17,11.2,3073,4,1,2,659,NA,NA,Darebin City Council,-37.7148,145.019,Northern Metropolitan,21650
Reservoir,3,h,725000,S,Barry,6/5/17,11.2,3073,3,1,1,547,NA,NA,Darebin City Council,-37.7039,145.0226,Northern Metropolitan,21650
Reservoir,3,u,615000,S,Barry,6/5/17,11.2,3073,3,1,2,320,NA,NA,Darebin City Council,-37.7018,145.0134,Northern Metropolitan,21650
Reservoir,2,u,406000,S,Barry,6/5/17,11.2,3073,2,1,1,0,NA,NA,Darebin City Council,-37.7093,145.0083,Northern Metropolitan,21650
Reservoir,3,h,825000,PI,Holland,6/5/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,h,1010000,S,Barry,6/5/17,11.2,3073,3,1,2,649,NA,NA,Darebin City Council,-37.7258,145.0113,Northern Metropolitan,21650
Reservoir,2,u,NA,SP,Ray,6/5/17,11.2,3073,2,1,1,248,NA,2006,Darebin City Council,-37.7095,145.0032,Northern Metropolitan,21650
Reservoir,2,h,852000,S,Love,6/5/17,11.2,3073,2,1,2,705,NA,NA,Darebin City Council,-37.712,145.0205,Northern Metropolitan,21650
Reservoir,3,h,595000,SP,Barry,6/5/17,11.2,3073,3,1,1,490,116,1970,Darebin City Council,-37.7152,144.9817,Northern Metropolitan,21650
Reservoir,2,u,511000,S,Love,8/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,t,663500,S,Nelson,8/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,h,665000,S,Love,8/4/17,11.2,3073,3,1,2,874,NA,NA,Darebin City Council,-37.6982,145.0043,Northern Metropolitan,21650
Reservoir,3,u,631000,S,Barry,8/4/17,11.2,3073,3,1,1,267,NA,NA,Darebin City Council,-37.714,145.007,Northern Metropolitan,21650
Reservoir,3,t,668000,S,Ray,8/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,4,h,905000,S,hockingstuart,8/4/17,11.2,3073,4,2,2,696,142,1965,Darebin City Council,-37.7074,145.0276,Northern Metropolitan,21650
Reservoir,5,h,845000,S,RW,8/4/17,11.2,3073,5,2,2,676,100,1960,Darebin City Council,-37.7114,145.021,Northern Metropolitan,21650
Reservoir,3,t,815000,S,Barry,8/4/17,11.2,3073,3,2,2,213,1,2012,Darebin City Council,-37.7085,145.018,Northern Metropolitan,21650
Reservoir,4,h,770000,S,Ray,8/4/17,11.2,3073,4,3,3,697,213,1970,Darebin City Council,-37.701,144.9993,Northern Metropolitan,21650
Reservoir,2,h,935000,S,Love,8/4/17,11.2,3073,2,1,1,537,NA,NA,Darebin City Council,-37.7269,144.988,Northern Metropolitan,21650
Reservoir,3,h,610000,S,Barry,8/4/17,11.2,3073,3,1,2,435,102,1960,Darebin City Council,-37.7054,144.9945,Northern Metropolitan,21650
Reservoir,2,h,980000,S,Stockdale,13/5/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,4,h,678500,S,hockingstuart,13/5/17,11.2,3073,0,1,2,606,NA,NA,Darebin City Council,-37.6987,145.0203,Northern Metropolitan,21650
Reservoir,2,h,861500,S,Nelson,13/5/17,11.2,3073,2,1,1,419,100,1940,Darebin City Council,-37.721,145.016,Northern Metropolitan,21650
Reservoir,3,h,801000,SP,Love,13/5/17,11.2,3073,3,1,1,551,115,1950,Darebin City Council,-37.7194,145.0015,Northern Metropolitan,21650
Reservoir,4,h,1150000,S,Barry,13/5/17,11.2,3073,4,1,2,928,NA,NA,Darebin City Council,-37.7179,144.9908,Northern Metropolitan,21650
Reservoir,3,h,760000,PI,Barry,13/5/17,11.2,3073,3,2,2,567,NA,NA,Darebin City Council,-37.7236,144.9876,Northern Metropolitan,21650
Reservoir,2,u,490000,S,Ray,13/5/17,11.2,3073,2,1,1,143,85,2009,Darebin City Council,-37.6955,145.0097,Northern Metropolitan,21650
Reservoir,3,h,605000,S,Love,13/5/17,11.2,3073,3,1,2,371,112,1950,Darebin City Council,-37.7068,145.0193,Northern Metropolitan,21650
Reservoir,3,h,810000,S,Love,13/5/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,2,t,652000,S,Nelson,13/5/17,11.2,3073,2,2,2,254,93,2007,Darebin City Council,-37.7071,145.0108,Northern Metropolitan,21650
Reservoir,3,h,NA,SP,C21,20/5/17,11.2,3073,3,2,2,889,NA,NA,Darebin City Council,-37.7033,145.0024,Northern Metropolitan,21650
Reservoir,2,t,515000,SP,RW,20/5/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,2,t,615000,S,Ray,20/5/17,11.2,3073,2,1,1,202,NA,NA,Darebin City Council,-37.7199,145.0091,Northern Metropolitan,21650
Reservoir,1,u,407000,S,Ray,20/5/17,11.2,3073,1,1,1,108,NA,NA,Darebin City Council,-37.7196,145.0092,Northern Metropolitan,21650
Reservoir,1,h,315000,PI,Ray,20/5/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,5,h,871000,S,Stockdale,20/5/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,4,h,930000,S,Barry,20/5/17,11.2,3073,4,1,3,635,NA,NA,Darebin City Council,-37.7205,145.0165,Northern Metropolitan,21650
Reservoir,3,t,741000,S,Barry,20/5/17,11.2,3073,3,2,2,257,120,NA,Darebin City Council,-37.7218,145.0231,Northern Metropolitan,21650
Reservoir,2,h,375000,PI,Nelson,20/5/17,11.2,3073,2,1,1,101,67,1980,Darebin City Council,-37.7091,145.0259,Northern Metropolitan,21650
Reservoir,4,h,1005000,S,Nelson,20/5/17,11.2,3073,4,2,5,768,NA,NA,Darebin City Council,-37.6947,144.9851,Northern Metropolitan,21650
Reservoir,2,h,748500,S,hockingstuart,20/5/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,4,h,800000,SP,RW,22/4/17,11.2,3073,4,1,4,605,NA,NA,Darebin City Council,-37.7051,145.0331,Northern Metropolitan,21650
Reservoir,3,u,640000,S,Harcourts,22/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,t,730000,S,RW,22/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,2,u,395000,S,Stockdale,22/4/17,11.2,3073,2,1,1,166,NA,1990,Darebin City Council,-37.6986,145.024,Northern Metropolitan,21650
Reservoir,2,t,550000,S,Nelson,22/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,5,h,1075000,S,Barry,29/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,h,643500,S,Ray,29/4/17,11.2,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,2,h,1025000,S,Barry,29/4/17,11.2,3073,2,2,1,715,NA,NA,Darebin City Council,-37.7302,145.0129,Northern Metropolitan,21650
Reservoir,2,u,505000,S,RW,29/4/17,11.2,3073,2,1,1,110,1,1960,Darebin City Council,-37.7216,145.0099,Northern Metropolitan,21650
Richmond,2,h,950000,VB,hockingstuart,6/5/17,2.6,3121,2,1,0,150,NA,NA,Yarra City Council,-37.8191,144.9977,Northern Metropolitan,14949
Richmond,2,h,1110000,S,hockingstuart,6/5/17,2.6,3121,2,1,0,166,NA,NA,Yarra City Council,-37.8172,145.0053,Northern Metropolitan,14949
Richmond,2,t,950000,VB,hockingstuart,6/5/17,2.6,3121,2,1,1,113,118,2012,Yarra City Council,-37.8119,144.9947,Northern Metropolitan,14949
Richmond,2,u,1226000,S,hockingstuart,6/5/17,2.6,3121,2,1,1,826,99,1996,Yarra City Council,-37.821,145.0054,Northern Metropolitan,14949
Richmond,1,u,500000,VB,Collins,6/5/17,2.6,3121,1,1,1,2044,NA,NA,Yarra City Council,-37.817,144.9955,Northern Metropolitan,14949
Richmond,3,h,1214000,S,Nelson,6/5/17,2.6,3121,3,1,0,176,106,1900,Yarra City Council,-37.8162,145.006,Northern Metropolitan,14949
Richmond,3,h,1510000,S,Jellis,8/4/17,2.6,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,1,u,370000,SP,Biggin,8/4/17,2.6,3121,1,1,1,3512,NA,2011,Yarra City Council,-37.8183,144.9979,Northern Metropolitan,14949
Richmond,3,u,790000,SP,Biggin,8/4/17,2.6,3121,3,1,1,0,90,1999,Yarra City Council,-37.833,144.997,Northern Metropolitan,14949
Richmond,3,h,1400000,VB,Nelson,8/4/17,2.6,3121,3,2,0,848,NA,NA,Yarra City Council,-37.8235,144.9963,Northern Metropolitan,14949
Richmond,1,u,485000,SP,Biggin,8/4/17,2.6,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,2,u,500000,VB,Jellis,8/4/17,2.6,3121,2,1,1,0,NA,2012,Yarra City Council,-37.8175,144.9974,Northern Metropolitan,14949
Richmond,2,t,1090000,S,Fletchers,8/4/17,2.6,3121,2,2,1,0,137,2002,Yarra City Council,-37.8151,145.0003,Northern Metropolitan,14949
Richmond,3,h,1785000,S,hockingstuart,8/4/17,2.6,3121,3,1,0,240,115,1958,Yarra City Council,-37.8221,144.9964,Northern Metropolitan,14949
Richmond,2,u,560000,PI,Ray,8/4/17,2.6,3121,2,1,1,7455,65,2008,Yarra City Council,-37.822,145.0104,Northern Metropolitan,14949
Richmond,2,u,690000,VB,hockingstuart,13/5/17,2.6,3121,2,2,1,760,NA,2010,Yarra City Council,-37.825,144.9976,Northern Metropolitan,14949
Richmond,2,h,1050000,PI,Biggin,13/5/17,2.6,3121,2,1,0,134,NA,1900,Yarra City Council,-37.817,145.0058,Northern Metropolitan,14949
Richmond,3,h,2060000,PI,Marshall,13/5/17,2.6,3121,3,2,1,181,NA,NA,Yarra City Council,-37.8161,145.0037,Northern Metropolitan,14949
Richmond,2,u,490000,SP,Biggin,13/5/17,2.6,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,3,t,NA,S,Fletchers,13/5/17,2.6,3121,3,3,3,84,166,2000,Yarra City Council,-37.8262,144.9987,Northern Metropolitan,14949
Richmond,1,u,310000,SP,Jellis,20/5/17,2.6,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,3,h,NA,S,hockingstuart,20/5/17,2.6,3121,3,2,2,115,NA,NA,Yarra City Council,-37.8299,144.9987,Northern Metropolitan,14949
Richmond,2,h,860000,PI,Biggin,20/5/17,2.6,3121,2,1,0,111,NA,NA,Yarra City Council,-37.8108,144.9955,Northern Metropolitan,14949
Richmond,3,t,1052000,S,Jellis,20/5/17,2.6,3121,3,1,2,0,100,2010,Yarra City Council,-37.8221,144.9988,Northern Metropolitan,14949
Richmond,2,h,NA,PI,Biggin,20/5/17,2.6,3121,2,1,0,151,77,1890,Yarra City Council,-37.8306,145.0001,Northern Metropolitan,14949
Richmond,3,h,3000000,VB,Jellis,20/5/17,2.6,3121,3,2,7,230,204,2011,Yarra City Council,-37.8213,144.9948,Northern Metropolitan,14949
Richmond,2,u,685000,S,hockingstuart,20/5/17,2.6,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,2,u,NA,PI,Biggin,20/5/17,2.6,3121,2,1,1,1997,85,1940,Yarra City Council,-37.8232,144.9917,Northern Metropolitan,14949
Richmond,3,h,1330000,S,Jellis,22/4/17,2.6,3121,3,1,1,154,95,1900,Yarra City Council,-37.8264,145.0123,Northern Metropolitan,14949
Richmond,2,u,440000,VB,Jellis,22/4/17,2.6,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,2,u,630000,S,Biggin,29/4/17,2.6,3121,2,2,1,3512,NA,2011,Yarra City Council,-37.8183,144.9979,Northern Metropolitan,14949
Richmond,4,h,NA,SN,hockingstuart,29/4/17,2.6,3121,4,3,4,NA,NA,NA,Yarra City Council,-37.8212,144.999,Northern Metropolitan,14949
Richmond,2,h,1210000,S,Jellis,29/4/17,2.6,3121,2,1,0,178,NA,NA,Yarra City Council,-37.8226,145.0064,Northern Metropolitan,14949
Richmond,2,h,NA,SP,Jellis,29/4/17,2.6,3121,2,1,2,120,NA,NA,Yarra City Council,-37.8211,145.0018,Northern Metropolitan,14949
Richmond,1,h,911000,S,Biggin,29/4/17,2.6,3121,1,1,0,126,77,1900,Yarra City Council,-37.8259,145.0107,Northern Metropolitan,14949
Richmond,3,h,1590000,S,hockingstuart,29/4/17,2.6,3121,3,1,1,318,NA,NA,Yarra City Council,-37.8225,145.0096,Northern Metropolitan,14949
Rosanna,3,t,NA,PI,Morrison,6/5/17,11.4,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,3,u,888500,S,Miles,8/4/17,11.4,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,4,h,1380000,S,Fletchers,8/4/17,11.4,3084,4,2,2,607,NA,NA,Banyule City Council,-37.7334,145.0631,Eastern Metropolitan,3540
Rosanna,3,t,810000,VB,Miles,8/4/17,11.4,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,4,h,NA,PN,Miles,8/4/17,11.4,3084,4,2,2,647,206,1974,Banyule City Council,-37.7327,145.0701,Eastern Metropolitan,3540
Rosanna,3,h,NA,S,Morrison,13/5/17,11.4,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,4,h,NA,SN,Miles,13/5/17,11.4,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,4,h,1150000,SP,Miles,13/5/17,11.4,3084,4,1,2,672,NA,NA,Banyule City Council,-37.7438,145.0769,Eastern Metropolitan,3540
Rosanna,4,h,NA,SN,Miles,20/5/17,11.4,3084,4,2,0,981,147,1960,Banyule City Council,-37.7429,145.0791,Eastern Metropolitan,3540
Rosanna,4,h,1160000,S,Barry,20/5/17,11.4,3084,4,2,2,613,NA,NA,Banyule City Council,-37.7323,145.0692,Eastern Metropolitan,3540
Rosanna,4,h,NA,SP,Barry,22/4/17,11.4,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,2,u,615000,S,Miles,29/4/17,11.4,3084,2,1,1,190,105,1980,Banyule City Council,-37.7437,145.0729,Eastern Metropolitan,3540
Rosanna,3,h,940000,VB,Miles,29/4/17,11.4,3084,3,2,2,581,NA,NA,Banyule City Council,-37.7399,145.0681,Eastern Metropolitan,3540
Rosanna,3,t,800000,VB,Purplebricks,29/4/17,11.4,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Seddon,2,h,842000,S,Sweeney,6/5/17,6.6,3011,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,2417
Seddon,2,h,665000,PI,Village,13/5/17,6.6,3011,2,1,0,269,80,1900,Maribyrnong City Council,-37.8026,144.8882,Western Metropolitan,2417
Seddon,3,h,950000,S,Village,13/5/17,6.6,3011,3,1,0,220,NA,1920,Maribyrnong City Council,-37.8077,144.8883,Western Metropolitan,2417
Seddon,2,u,495000,S,Jas,20/5/17,6.6,3011,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,2417
Seddon,2,h,1085000,S,Village,20/5/17,6.6,3011,2,1,2,249,NA,NA,Maribyrnong City Council,-37.8052,144.8879,Western Metropolitan,2417
Seddon,3,h,847000,S,Jas,20/5/17,6.6,3011,3,1,1,205,NA,NA,Maribyrnong City Council,-37.8053,144.8967,Western Metropolitan,2417
Seddon,2,h,785000,S,hockingstuart,20/5/17,6.6,3011,2,1,1,116,NA,NA,Maribyrnong City Council,-37.8046,144.891,Western Metropolitan,2417
South Melbourne,3,h,2240000,S,Greg,6/5/17,2.1,3205,3,2,1,197,168,1900,Port Phillip City Council,-37.8395,144.9489,Southern Metropolitan,5943
South Melbourne,3,h,2050000,PI,Marshall,6/5/17,2.1,3205,3,2,1,230,NA,NA,Port Phillip City Council,-37.8373,144.9527,Southern Metropolitan,5943
South Melbourne,1,u,460000,S,hockingstuart,8/4/17,2.1,3205,1,1,1,0,42,1970,Port Phillip City Council,-37.8344,144.9581,Southern Metropolitan,5943
South Melbourne,3,h,NA,S,Greg,8/4/17,2.1,3205,3,3,3,121,NA,NA,Port Phillip City Council,-37.8339,144.9641,Southern Metropolitan,5943
South Melbourne,2,u,650000,VB,hockingstuart,8/4/17,2.1,3205,2,1,0,438,2,1900,Port Phillip City Council,-37.8353,144.9599,Southern Metropolitan,5943
South Melbourne,2,t,1100000,S,Marshall,13/5/17,2.1,3205,2,1,1,327,75,2004,Port Phillip City Council,-37.8351,144.964,Southern Metropolitan,5943
South Melbourne,3,h,NA,SP,Cayzer,13/5/17,2.1,3205,3,2,1,121,NA,1986,Port Phillip City Council,-37.8387,144.9492,Southern Metropolitan,5943
South Melbourne,3,h,1820000,S,WHITEFOX,13/5/17,2.1,3205,3,1,1,204,105,1910,Port Phillip City Council,-37.8365,144.9497,Southern Metropolitan,5943
South Melbourne,1,u,580000,S,Kay,20/5/17,2.1,3205,NA,NA,NA,NA,NA,NA,Port Phillip City Council,NA,NA,Southern Metropolitan,5943
South Melbourne,3,h,NA,SP,Marshall,20/5/17,2.1,3205,3,1,1,226,NA,NA,Port Phillip City Council,-37.836,144.9514,Southern Metropolitan,5943
South Melbourne,3,h,1780000,S,Buxton,20/5/17,2.1,3205,3,2,2,202,NA,NA,Port Phillip City Council,-37.837,144.9585,Southern Metropolitan,5943
South Melbourne,3,h,NA,SP,Cayzer,20/5/17,2.1,3205,3,2,0,104,125,1800,Port Phillip City Council,-37.838,144.9525,Southern Metropolitan,5943
South Melbourne,2,h,1024000,S,Williams,22/4/17,2.1,3205,2,1,0,102,NA,1880,Port Phillip City Council,-37.8355,144.9675,Southern Metropolitan,5943
South Melbourne,3,u,680000,VB,Greg,22/4/17,2.1,3205,3,2,2,0,NA,2003,Port Phillip City Council,-37.8309,144.9686,Southern Metropolitan,5943
South Melbourne,3,h,1732000,S,Buxton,22/4/17,2.1,3205,NA,NA,NA,NA,NA,NA,Port Phillip City Council,-37.8375,144.9651,Southern Metropolitan,5943
